,maxindex,tiempo_total,navigate_per,person_per,cutscene_per,object_per,map_per,obsevation_per,notification_per,basic_per,undefined_per,close_per,13-22,5-12,0-4
4878,1138,1498,45.96,22.32,10.19,4.04,1.76,0.7,2.2,44.53,53.73,1.75,48.12,31.86,20.02
4879,1188,1229,56.4,18.6,9.18,6.23,1.68,1.01,1.85,37.69,60.12,2.19,58.49,28.98,12.53
4880,1276,2604,36.76,23.67,9.25,9.01,2.59,0.55,1.8,51.59,45.33,3.09,52.99,35.38,11.63
4881,836,1401,28.59,30.38,13.64,7.66,1.79,0.96,4.07,61.17,36.4,2.43,48.35,35.88,15.78
4882,1672,1252,49.58,18.3,9.27,7.12,1.26,0.54,2.15,42.52,56.17,1.31,47.88,35.12,17.0
4883,868,1580,30.53,29.61,13.36,5.41,1.73,0.92,2.88,59.18,38.65,2.17,53.99,32.61,13.41
4884,1278,1922,42.33,22.14,8.92,5.63,2.11,0.55,2.11,46.92,50.0,3.08,55.03,30.6,14.37
4885,862,1650,33.53,25.75,11.37,9.16,1.74,1.16,2.32,56.0,41.16,2.84,46.87,37.3,15.83
4886,934,991,38.33,25.37,12.53,6.32,1.82,0.64,3.32,52.58,45.48,1.95,47.89,36.11,16.0
4887,981,1245,43.43,23.14,10.09,5.71,1.83,0.82,2.34,46.23,52.16,1.62,46.34,35.24,18.43
4888,1009,1678,33.7,23.69,10.11,9.02,1.88,1.29,2.87,53.33,42.77,3.91,52.33,30.51,17.17
4889,1124,2815,35.85,23.49,9.96,9.52,1.69,0.98,2.76,52.71,44.95,2.34,45.78,39.67,14.55
4890,987,1750,35.06,23.4,10.44,7.5,2.03,0.91,2.94,51.3,45.45,3.25,54.47,30.11,15.43
4891,817,1500,35.13,29.62,12.24,5.39,1.96,0.73,3.06,55.22,42.69,2.09,50.26,30.16,19.58
4892,1393,2281,47.09,16.22,6.89,10.91,1.87,0.72,1.79,43.09,54.43,2.48,58.13,30.14,11.73
4893,3102,2391,72.86,9.22,3.87,6.96,1.26,0.64,0.77,22.11,75.86,2.03,52.8,32.55,14.65
4894,1419,1999,51.3,16.21,7.05,6.41,1.41,0.78,1.62,38.35,58.16,3.49,51.78,33.41,14.81
4895,1598,2126,50.75,18.46,8.26,6.7,1.5,0.56,1.63,41.24,56.86,1.9,49.9,35.21,14.89
4896,1065,1754,33.99,25.07,11.46,8.73,1.78,1.13,2.35,54.21,42.59,3.21,47.58,37.22,15.2
4897,1605,1937,53.02,14.58,6.54,9.78,1.5,0.69,1.74,38.16,59.83,2.01,46.27,35.09,18.64
4898,995,1379,32.06,21.41,10.15,15.78,1.71,1.41,2.61,56.71,41.29,2.01,46.04,33.79,20.17
4899,982,1709,30.14,26.48,11.71,5.7,1.73,0.81,2.65,56.36,38.27,5.37,54.08,32.77,13.15
4900,1398,1188,46.49,16.6,8.08,15.67,2.0,0.64,1.86,45.5,50.84,3.66,50.11,31.39,18.5
4901,1292,2099,37.31,24.38,9.75,6.81,2.63,0.77,1.78,50.82,45.48,3.69,47.47,38.55,13.98
4902,1120,1505,42.68,24.82,10.89,4.2,1.7,1.16,2.05,47.99,50.42,1.59,54.87,32.02,13.11
4903,856,2527,40.65,25.7,10.75,4.67,1.87,1.05,3.04,49.39,48.03,2.58,51.28,29.48,19.24
4904,1026,1742,36.84,26.12,11.21,5.17,2.63,0.88,2.14,54.03,44.14,1.83,49.8,38.01,12.2
4905,1430,1602,42.31,18.04,7.41,16.22,1.54,0.91,1.96,49.34,49.05,1.6,36.77,47.82,15.41
4906,1121,2204,33.81,19.8,8.83,13.74,1.61,0.62,2.5,51.34,43.28,5.37,51.94,36.57,11.48
4907,990,1153,47.17,22.93,10.2,4.24,1.82,0.51,2.02,43.76,53.98,2.26,44.33,36.72,18.95
4908,1083,2384,35.36,26.87,11.45,5.82,1.94,0.92,2.22,54.13,43.58,2.29,50.79,35.47,13.74
4909,823,1421,32.44,26.49,11.91,6.68,2.31,0.97,3.04,56.05,40.7,3.25,51.6,32.73,15.66
4910,1262,1945,38.51,23.93,9.9,8.95,3.57,0.48,1.98,52.05,45.91,2.05,59.77,28.54,11.69
4911,1459,2271,50.31,18.23,6.65,9.25,1.71,0.62,1.71,40.48,57.31,2.21,50.85,38.77,10.38
4912,947,1458,34.95,27.35,12.35,5.7,1.9,0.53,2.64,55.06,41.82,3.11,54.42,30.35,15.23
4913,1420,2262,37.11,20.35,8.52,14.65,1.83,0.92,1.41,53.18,44.23,2.59,44.27,36.47,19.26
4914,1025,1500,40.49,26.44,11.51,4.78,2.05,0.68,2.54,50.2,47.34,2.46,52.44,34.22,13.34
4915,1342,2563,41.06,22.35,9.17,8.27,1.79,0.97,1.71,48.26,48.02,3.72,53.44,34.96,11.6
4916,736,1246,32.47,28.94,12.23,6.79,2.58,0.54,3.4,57.31,40.54,2.15,47.42,37.25,15.33
4917,942,1769,33.86,23.14,10.19,6.9,1.49,0.64,3.61,51.89,44.46,3.66,48.94,35.05,16.01
4918,1092,2395,27.75,25.55,10.71,12.91,2.01,1.47,2.66,60.88,36.82,2.3,45.74,37.51,16.75
4919,1205,1487,40.17,27.22,10.71,5.15,2.57,0.91,1.74,50.43,47.66,1.9,45.9,36.58,17.52
4920,1744,2342,51.49,16.11,6.59,6.71,2.52,0.75,1.43,39.6,58.26,2.14,59.92,29.61,10.48
4921,722,1344,28.53,30.19,13.43,5.54,1.94,0.83,4.02,59.47,37.57,2.96,47.94,33.97,18.09
4922,1097,1166,39.65,23.43,11.76,5.83,1.91,0.64,2.28,50.2,47.66,2.15,56.84,29.97,13.19
4923,1072,831,47.01,24.16,11.01,4.1,1.4,0.56,2.15,45.32,53.2,1.48,47.19,28.87,23.94
4924,1329,1348,44.39,16.4,9.63,10.46,1.35,1.05,1.88,44.87,52.95,2.18,50.52,34.21,15.27
4925,1284,2483,38.94,23.44,8.64,6.62,2.49,1.09,1.95,50.49,46.81,2.7,40.47,47.01,12.52
4926,979,2200,40.35,26.86,12.26,4.9,1.63,0.51,2.25,51.39,46.79,1.82,54.49,30.45,15.06
4927,1404,3698,38.18,20.66,8.4,9.19,2.42,0.93,1.85,49.93,47.39,2.69,52.98,36.48,10.54
4928,983,1610,37.23,25.03,12.0,5.29,2.44,0.71,2.34,53.71,44.15,2.15,48.61,37.18,14.21
4929,897,1343,35.45,23.97,11.15,9.48,1.67,1.0,2.45,53.12,44.52,2.36,47.78,36.53,15.69
4930,975,1566,32.21,27.49,12.82,8.21,1.44,0.72,2.56,57.72,40.11,2.17,46.86,34.74,18.4
4931,1256,1724,44.9,21.58,9.24,6.93,1.43,0.8,3.03,45.95,52.48,1.57,60.41,26.69,12.89
4932,833,1651,29.29,31.57,14.41,5.64,1.92,0.84,3.36,61.41,36.28,2.31,47.5,33.93,18.57
4933,1136,1352,43.22,20.16,9.68,7.57,1.5,0.62,2.29,46.6,51.44,1.95,56.39,28.43,15.19
4934,1027,1613,35.93,21.13,9.44,5.06,1.66,0.58,3.12,48.23,44.37,7.4,51.83,28.25,19.92
4935,1124,933,50.0,20.02,11.83,7.03,2.4,0.53,2.05,42.96,54.6,2.44,50.7,31.87,17.43
4936,1118,1326,45.53,23.7,12.08,5.1,1.79,0.81,2.86,47.0,50.87,2.13,45.65,31.62,22.73
4937,994,1441,26.76,27.16,12.58,7.44,1.71,0.4,2.41,58.06,36.09,5.85,47.04,38.16,14.8
4938,981,1545,38.63,24.26,11.62,7.14,1.53,0.92,2.55,52.22,46.05,1.73,48.97,32.61,18.42
4939,1075,1892,26.98,24.84,11.81,19.63,1.58,0.84,2.23,63.33,34.63,2.04,46.36,37.71,15.94
4940,1392,1588,38.29,20.62,8.84,9.99,2.59,0.57,2.3,51.46,46.75,1.8,51.12,36.64,12.24
4941,877,1245,37.86,24.52,11.63,6.27,1.6,0.8,3.65,51.95,45.5,2.55,53.33,29.02,17.65
4942,808,1791,28.96,26.98,12.25,5.32,2.6,1.11,2.85,58.4,38.98,2.62,49.87,33.38,16.75
4943,922,1311,34.06,27.87,12.69,5.75,2.93,0.87,2.71,55.98,41.84,2.18,50.75,32.72,16.53
4944,1262,2393,44.45,21.24,9.67,6.26,1.43,0.63,2.38,45.96,52.23,1.82,43.75,39.72,16.53
4945,2620,3634,47.71,13.66,4.66,10.99,3.85,0.76,0.88,42.71,55.89,1.4,57.34,33.02,9.63
4946,1124,2805,40.3,29.8,10.5,4.63,1.33,0.8,2.05,51.95,45.91,2.14,57.35,29.14,13.51
4947,963,1205,39.46,26.27,11.84,4.78,1.56,0.83,3.01,51.87,46.37,1.76,48.95,30.47,20.57
4948,1157,1090,37.34,20.22,10.46,10.98,2.42,0.95,2.33,53.49,45.32,1.19,50.55,33.94,15.5
4949,1415,2556,46.08,17.81,7.21,8.27,1.91,1.27,2.12,44.09,54.14,1.77,50.11,33.28,16.61
4950,1259,1146,53.06,19.06,8.18,3.73,1.75,1.11,2.22,37.78,59.87,2.35,47.46,25.94,26.61
4951,1458,1597,50.62,20.16,9.33,9.47,1.85,1.03,1.65,43.44,55.04,1.52,58.51,27.73,13.76
4952,1173,1842,44.84,20.29,8.18,10.4,1.96,1.02,2.13,45.73,52.68,1.58,54.18,34.3,11.52
4953,868,1673,33.29,31.11,13.25,5.41,1.73,0.81,2.88,57.11,40.69,2.21,48.9,33.74,17.36
4954,1237,1513,44.14,20.37,9.78,5.5,1.62,0.73,2.75,45.0,52.95,2.05,56.73,27.51,15.76
4955,856,1352,38.9,24.88,11.45,4.91,1.87,1.29,3.04,50.43,47.6,1.97,47.11,33.7,19.19
4956,1032,1738,31.2,23.35,9.69,11.24,1.65,0.78,3.88,55.37,40.91,3.72,50.3,37.35,12.35
4957,741,2040,29.28,30.77,12.69,4.86,1.89,1.08,2.97,58.25,37.52,4.23,47.14,36.43,16.43
4958,910,852,37.36,23.3,10.88,4.62,1.54,0.88,3.52,48.57,45.23,6.21,50.74,30.97,18.29
4959,813,1667,29.52,31.49,13.28,4.92,1.97,1.11,2.71,60.68,36.85,2.47,49.87,35.75,14.38
4960,1734,2303,53.11,18.17,6.92,6.17,1.38,1.04,1.67,38.79,59.65,1.56,48.42,34.48,17.09
4961,1628,3467,46.5,20.27,8.29,6.14,1.04,0.98,2.21,43.26,53.91,2.83,57.1,26.45,16.45
4962,914,1668,27.46,27.57,12.69,6.67,1.75,1.09,3.72,58.83,36.52,4.65,49.59,33.84,16.57
4963,919,1202,38.85,23.83,11.43,6.86,1.96,0.65,2.39,50.69,46.89,2.42,47.42,32.72,19.86
4964,883,1870,37.83,25.48,10.53,6.12,1.93,0.91,2.94,50.48,47.25,2.27,53.46,31.03,15.51
4965,1130,1034,40.97,21.68,10.35,5.58,1.77,0.44,1.86,48.43,49.41,2.17,51.36,32.07,16.57
4966,2921,1606,64.22,12.22,4.9,5.51,1.06,0.89,1.34,28.01,70.51,1.48,50.81,35.78,13.41
4967,961,2067,36.52,28.3,12.8,4.27,1.66,0.94,2.19,54.62,43.41,1.98,49.51,32.13,18.36
4968,954,2172,31.76,29.04,12.58,4.72,2.41,0.73,2.62,57.73,38.71,3.56,54.62,32.75,12.64
4969,1089,1278,37.28,26.08,11.11,4.41,2.02,0.83,2.39,52.83,45.32,1.85,52.04,30.84,17.12
4970,957,1661,35.32,24.35,12.64,7.42,1.78,0.52,2.3,53.56,43.84,2.6,47.42,32.74,19.84
4971,1114,1198,39.05,23.43,12.66,5.66,1.53,0.54,2.6,50.68,47.67,1.65,50.34,27.5,22.16
4972,1294,1900,44.67,20.71,9.66,10.12,1.62,0.62,1.93,46.85,51.21,1.94,59.05,28.64,12.31
4973,1343,1781,47.73,18.02,7.97,5.81,1.04,0.6,2.16,40.87,55.83,3.31,55.56,31.48,12.96
4974,980,2174,32.55,26.33,12.04,7.76,1.73,1.02,2.45,55.88,40.02,4.1,50.16,33.88,15.96
4975,1059,1932,35.51,28.05,10.67,5.1,2.36,0.94,2.55,54.44,43.59,1.97,49.51,35.4,15.09
4976,901,1564,31.63,28.41,13.21,5.88,2.0,1.0,3.11,57.06,39.71,3.23,51.89,32.15,15.96
4977,965,1483,38.13,26.53,12.33,6.11,1.55,0.93,3.63,53.55,45.03,1.42,54.32,31.37,14.32
4978,1129,2494,34.01,22.85,10.89,7.26,1.86,0.62,3.1,51.09,44.75,4.16,42.92,41.07,16.0
4979,793,1589,23.71,31.27,15.26,6.94,2.14,0.63,3.03,65.37,32.35,2.28,47.92,37.18,14.9
4980,1053,1627,29.06,26.97,11.68,11.68,1.71,0.76,3.32,59.92,38.26,1.82,51.72,35.22,13.06
4981,1571,1604,48.63,18.27,8.4,6.68,1.65,0.64,1.59,41.93,55.93,2.13,56.59,25.45,17.96
4982,970,1962,32.27,23.71,10.41,9.48,1.86,0.93,2.89,54.25,40.83,4.92,45.83,37.7,16.47
4983,957,1395,40.65,22.88,10.55,5.54,1.78,1.15,3.03,48.46,49.56,1.97,48.9,30.04,21.05
4984,1025,1640,35.32,25.56,11.61,6.83,1.56,0.98,2.83,54.64,43.51,1.86,51.08,32.99,15.93
4985,1870,2519,57.06,15.24,6.79,7.75,1.71,0.91,1.6,35.42,63.19,1.39,44.49,31.75,23.77
4986,885,1459,33.22,28.93,12.43,8.59,2.37,0.79,3.05,57.19,40.55,2.26,53.21,29.33,17.46
4987,1396,2328,47.42,19.63,8.09,8.09,1.65,1.0,1.93,43.47,54.54,1.99,57.84,32.45,9.71
4988,1541,1957,44.65,17.39,7.14,7.66,2.34,0.84,1.82,44.89,52.25,2.86,42.77,43.78,13.45
4989,1235,1738,45.18,22.11,9.72,6.64,1.78,0.65,1.78,45.49,52.21,2.3,44.69,40.13,15.18
4990,988,1464,35.43,26.52,14.07,7.49,1.42,0.71,2.33,55.64,42.75,1.61,51.02,28.57,20.41
4991,1411,1908,38.98,22.18,8.5,4.89,4.89,0.57,1.77,49.51,46.18,4.31,65.81,23.73,10.46
4992,1016,2228,37.3,20.87,10.14,7.58,1.97,1.28,3.15,49.53,47.54,2.93,50.62,31.71,17.67
4993,865,1728,29.83,30.06,13.64,8.32,1.62,0.81,2.66,61.2,36.96,1.84,49.2,34.52,16.28
4994,809,963,40.54,26.08,11.62,5.19,1.98,0.87,3.09,49.48,48.19,2.33,51.03,31.96,17.01
4995,1166,2034,36.96,22.98,10.03,7.89,1.29,1.11,2.92,50.64,46.53,2.83,48.69,33.54,17.76
4996,4027,3825,54.95,13.06,6.46,11.0,1.19,0.45,1.59,37.5,61.26,1.23,52.51,37.41,10.08
4997,1053,1374,32.76,24.79,11.59,5.13,1.99,0.95,3.04,52.95,40.83,6.22,48.86,35.82,15.32
4998,848,1536,26.06,30.19,14.03,8.73,1.77,0.71,3.07,62.17,34.14,3.69,50.06,35.46,14.48
4999,1099,1296,56.78,19.65,8.46,5.0,1.82,0.64,2.0,36.72,61.55,1.73,56.51,28.07,15.42
5000,1163,2389,38.18,19.0,8.86,6.79,2.32,0.86,2.24,48.0,46.13,5.87,54.29,28.75,16.96
5001,877,1655,36.72,25.2,11.74,9.01,2.05,1.25,3.99,53.33,41.5,5.17,46.75,34.01,19.23
5002,870,1316,31.15,30.46,14.25,4.83,2.53,0.57,3.33,59.63,38.17,2.2,52.66,32.57,14.77
5003,1322,2366,45.08,20.35,7.34,10.21,1.36,0.98,2.34,45.83,51.89,2.28,56.66,29.62,13.72
5004,1496,1237,47.13,16.31,7.15,11.76,2.14,0.53,2.27,43.1,54.89,2.01,56.31,33.84,9.85
5005,1173,2499,29.5,23.7,9.8,14.07,1.45,0.6,2.64,56.17,39.13,4.7,58.37,28.92,12.71
5006,2135,1350,63.56,13.3,6.7,8.85,0.75,0.37,1.31,31.13,66.73,2.14,57.32,31.11,11.57
5007,1164,2238,41.49,20.36,8.51,8.59,1.89,0.77,2.84,46.95,49.68,3.37,62.71,25.79,11.5
5008,1548,1919,46.51,19.12,8.01,15.89,2.0,0.9,1.36,47.42,50.47,2.1,46.21,45.61,8.18
5009,1099,1335,46.13,19.56,9.37,7.55,1.27,0.64,2.18,43.84,54.25,1.91,43.9,35.9,20.19
5010,982,1402,31.47,25.76,12.02,7.03,1.83,0.92,3.26,56.13,39.72,4.16,50.05,35.01,14.94
5011,1135,2102,39.21,23.17,11.19,7.49,1.32,0.62,2.47,49.24,47.92,2.84,50.42,31.06,18.52
5012,1111,3225,41.22,22.5,8.64,6.3,2.34,0.72,2.61,48.01,49.43,2.56,53.35,34.85,11.8
5013,1116,2470,44.53,23.75,10.13,10.66,1.97,0.72,2.33,48.6,48.31,3.09,60.52,25.86,13.62
5014,1023,1234,43.79,23.36,10.75,5.08,1.37,0.49,2.54,47.9,50.46,1.64,54.86,28.66,16.48
5015,765,961,31.24,27.19,12.68,8.63,2.22,0.78,3.4,58.23,39.28,2.49,51.1,32.37,16.53
5016,900,1209,35.33,24.22,11.56,5.0,1.89,0.67,3.11,51.26,44.04,4.69,49.35,32.55,18.1
5017,877,1829,35.92,24.97,11.86,7.53,1.94,1.48,2.96,53.63,43.83,2.54,45.97,35.62,18.41
5018,965,1739,29.74,26.84,11.4,12.64,1.55,0.73,2.59,58.84,38.53,2.63,48.85,36.42,14.72
5019,1102,2047,44.37,23.87,10.53,5.26,1.72,0.73,2.72,46.77,51.43,1.81,51.18,30.52,18.29
5020,1336,1736,43.71,16.92,7.93,8.53,1.8,0.52,3.52,44.67,52.72,2.6,51.44,33.26,15.3
5021,968,2277,34.61,23.76,9.81,10.74,1.86,1.14,2.69,53.36,42.89,3.75,43.88,36.73,19.39
5022,731,1098,32.15,30.92,13.54,4.79,1.92,0.68,3.15,58.53,39.16,2.31,48.99,33.0,18.01
5023,1117,1185,43.42,19.16,10.21,6.8,2.15,0.63,2.33,46.18,51.84,1.98,53.06,31.1,15.83
5024,880,1060,41.14,28.64,13.52,5.91,1.82,0.57,2.61,52.58,45.26,2.16,52.52,33.81,13.67
5025,999,1887,36.04,25.93,11.01,5.31,1.9,1.0,3.5,53.86,43.7,2.43,55.71,28.8,15.5
5026,943,1896,36.59,25.13,11.35,4.88,2.01,0.74,2.44,51.09,44.34,4.57,48.83,35.52,15.65
5027,1223,1672,45.3,19.95,7.93,8.26,1.39,0.98,2.29,44.0,53.52,2.49,54.16,30.22,15.62
5028,939,1598,35.36,24.07,11.4,7.88,1.6,1.17,2.98,54.03,43.7,2.27,46.72,38.8,14.48
5029,1383,2266,46.85,18.08,7.95,9.11,2.82,1.23,1.52,45.05,53.45,1.5,41.33,47.76,10.91
5030,1069,904,52.01,23.11,10.38,4.58,1.78,0.56,2.06,41.76,56.66,1.58,54.59,29.32,16.09
5031,787,1224,32.02,27.06,12.58,5.84,1.78,0.64,3.56,57.05,40.65,2.3,51.42,31.94,16.64
5032,1102,1927,47.91,24.32,11.52,4.99,1.45,0.45,2.45,45.35,52.06,2.59,51.99,29.98,18.03
5033,1122,1739,38.86,24.78,9.71,6.42,1.34,1.25,1.96,50.28,45.86,3.86,53.55,32.13,14.31
5034,1435,1830,46.34,19.3,8.36,8.71,1.11,0.7,2.79,44.18,53.55,2.27,51.52,32.0,16.47
5035,1344,2694,38.17,21.35,9.67,11.38,1.49,0.67,2.6,51.56,45.55,2.89,56.81,29.72,13.47
5036,1047,1633,39.64,24.16,11.46,6.3,1.72,0.76,2.96,50.71,46.97,2.32,50.7,32.87,16.43
5037,809,1142,30.9,30.66,14.34,5.69,1.85,0.49,2.72,58.98,38.93,2.1,50.39,33.64,15.97
5038,873,1569,35.62,25.77,12.03,4.93,1.72,1.03,2.63,52.55,43.98,3.48,44.63,35.61,19.76
5039,816,2150,24.88,31.5,13.73,6.0,2.21,0.98,3.06,62.8,33.51,3.69,52.15,34.33,13.52
5040,1435,1795,43.9,17.42,6.97,6.06,2.51,0.56,2.23,43.32,52.23,4.45,59.6,28.5,11.9
5041,1052,1007,45.06,24.05,13.21,4.85,1.9,0.67,2.28,47.54,50.0,2.46,51.78,31.09,17.13
5042,703,1515,30.73,29.87,13.37,5.41,2.28,1.0,3.56,59.61,37.84,2.55,51.5,32.43,16.07
5043,2158,3605,47.17,13.67,5.84,16.54,1.9,0.93,0.97,45.45,52.97,1.58,62.54,29.92,7.54
5044,958,1003,48.96,22.23,10.96,7.52,1.98,0.52,2.92,44.75,53.17,2.08,55.69,26.7,17.61
5045,1018,1579,35.17,25.83,11.89,9.04,1.67,0.88,2.46,54.6,42.57,2.82,50.52,33.3,16.18
5046,731,1051,30.92,28.45,13.0,6.98,2.05,0.82,3.42,57.52,39.56,2.92,48.2,33.62,18.18
5047,778,1177,30.46,27.25,13.5,8.1,2.06,0.9,2.83,59.35,38.74,1.91,48.02,34.79,17.19
5048,1250,1350,46.88,22.48,12.16,7.12,1.36,0.8,2.08,46.73,50.98,2.29,45.24,35.64,19.12
5049,823,3066,28.31,32.81,13.61,5.1,2.07,1.09,3.04,61.23,35.64,3.13,51.48,33.81,14.71
5050,876,2053,30.14,30.48,12.79,5.71,2.28,0.8,3.54,59.08,38.26,2.66,52.54,34.3,13.16
5051,1333,2310,46.74,19.43,7.43,8.93,2.25,1.35,1.5,43.75,53.89,2.36,53.58,29.13,17.29
5052,1176,2037,39.63,22.02,9.52,6.38,1.62,0.68,1.7,45.86,48.56,5.58,49.96,31.79,18.25
5053,1031,3156,45.78,21.44,9.41,6.3,1.45,1.07,2.04,44.23,52.91,2.86,47.63,36.13,16.25
5054,1161,2008,36.35,23.0,10.34,8.1,2.24,0.78,2.41,51.68,45.15,3.17,46.05,38.42,15.53
5055,1148,1039,37.89,19.69,8.71,14.29,1.83,0.87,2.44,52.91,45.26,1.82,49.55,34.18,16.27
5056,1094,1376,46.89,20.11,8.68,3.93,1.83,0.55,2.01,40.18,55.6,4.22,61.34,25.9,12.76
5057,1093,1979,32.48,23.6,11.34,11.34,1.65,0.73,2.93,55.75,40.61,3.64,45.75,41.02,13.22
5058,1033,1098,33.2,27.78,11.62,7.55,1.74,0.48,2.52,56.89,40.43,2.67,48.93,35.3,15.77
5059,1514,3345,44.45,18.56,7.33,10.44,2.18,0.99,1.59,45.77,52.05,2.18,51.32,38.64,10.03
5060,1274,1596,46.55,19.86,8.32,5.73,2.59,0.78,2.51,44.33,53.88,1.8,60.03,26.75,13.21
5061,1585,2006,49.02,15.71,6.12,9.4,2.46,0.88,1.39,40.55,57.11,2.35,65.74,21.48,12.78
5062,856,920,28.04,30.72,14.72,5.14,1.99,0.58,2.69,60.95,35.67,3.38,48.4,35.43,16.17
5063,1066,1891,26.74,25.7,11.07,12.48,1.41,0.56,2.53,59.88,34.47,5.66,48.37,34.95,16.68
5064,954,1636,30.19,27.88,12.68,9.54,1.47,1.26,3.04,58.23,39.67,2.1,46.75,34.51,18.74
5065,893,961,30.35,31.13,14.45,4.59,1.79,0.45,2.91,59.93,37.32,2.75,50.54,32.82,16.65
5066,802,1454,27.18,32.92,14.71,5.99,2.12,0.62,2.87,63.48,34.26,2.26,49.8,35.36,14.83
5067,1505,1802,42.59,15.95,7.57,15.68,1.53,0.93,2.13,47.54,50.87,1.59,49.52,37.78,12.71
5068,2117,2875,42.09,21.97,9.92,5.62,2.17,0.85,3.12,47.44,50.2,2.36,52.66,34.27,13.08
5069,1596,2215,53.38,17.61,8.15,7.08,1.32,0.81,1.63,39.22,58.96,1.82,51.52,32.51,15.96
5070,1255,3116,40.8,19.84,7.89,13.47,1.51,1.27,2.31,48.21,49.29,2.5,41.29,39.88,18.83
5071,1566,2027,50.26,16.92,7.6,10.22,1.72,1.28,1.6,41.27,56.2,2.52,44.82,26.93,28.25
5072,1032,1356,39.83,27.91,11.24,5.23,1.55,0.78,2.71,50.51,47.46,2.03,52.89,29.89,17.22
5073,1008,1602,36.51,25.1,11.41,5.75,2.18,0.79,3.27,52.57,44.61,2.83,53.93,31.88,14.18
5074,1226,1838,42.41,19.09,8.56,7.5,2.77,0.9,2.53,45.84,51.5,2.66,45.38,39.95,14.67
5075,1016,1558,37.7,21.06,10.24,9.84,1.48,0.69,2.56,49.22,46.39,4.39,47.09,34.96,17.94
5076,1226,2019,45.84,18.6,8.32,6.04,1.71,0.73,2.04,43.31,54.72,1.97,60.27,26.94,12.79
5077,1074,1732,39.94,24.39,10.24,7.45,1.77,0.84,2.89,49.95,47.81,2.24,46.65,38.29,15.06
5078,940,1291,35.74,23.94,12.87,5.43,2.13,0.64,2.77,51.85,44.0,4.16,52.77,32.5,14.72
5079,916,1681,30.79,24.89,11.03,9.61,1.75,0.66,3.49,57.38,39.32,3.31,53.7,31.29,15.01
5080,1119,2140,41.47,25.74,10.9,5.09,1.79,0.54,2.23,50.28,48.04,1.68,48.74,34.83,16.43
5081,873,911,27.49,29.44,12.94,6.41,2.29,1.03,2.63,61.83,35.37,2.8,53.09,33.94,12.97
5082,853,1667,33.76,30.01,14.54,5.63,1.88,0.59,2.93,57.52,40.5,1.99,49.88,33.37,16.75
5083,850,1591,30.82,27.18,11.76,6.35,2.12,0.82,3.29,55.16,40.26,4.58,47.45,36.22,16.33
5084,1063,2010,41.77,20.6,8.65,8.56,1.98,0.94,2.07,47.18,49.95,2.87,52.24,35.58,12.18
5085,914,1412,40.7,24.51,11.6,5.03,1.64,0.66,2.84,48.77,48.53,2.7,51.52,32.4,16.08
5086,1182,3149,37.48,20.64,8.63,8.21,1.78,0.68,1.95,48.31,46.22,5.47,48.55,39.86,11.59
5087,1103,1632,40.89,24.39,11.51,4.62,2.18,0.54,2.18,50.91,47.56,1.53,46.02,34.13,19.85
5088,1074,1782,37.15,24.21,10.8,10.24,1.49,0.65,2.61,53.38,45.05,1.57,49.51,35.62,14.87
5089,753,1070,32.67,28.69,13.41,6.24,1.86,0.8,3.45,56.54,41.21,2.25,50.63,32.77,16.6
5090,791,1940,31.86,27.31,12.26,6.45,1.77,1.14,3.41,55.35,41.0,3.65,51.2,33.02,15.78
5091,1086,2328,38.86,21.36,9.02,7.73,2.21,0.64,2.39,48.65,48.17,3.19,48.14,36.32,15.54
5092,1047,1474,40.31,25.5,12.03,5.54,1.72,0.67,2.58,50.35,47.93,1.72,52.63,33.33,14.04
5093,929,1630,29.06,27.23,12.59,9.69,1.72,0.75,3.01,60.07,36.46,3.47,50.28,32.5,17.21
5094,1126,1849,50.18,18.74,9.86,10.83,1.95,0.98,2.22,43.99,54.24,1.77,46.56,35.41,18.03
5095,1269,2043,48.62,20.33,9.69,8.98,1.42,0.55,2.29,44.02,53.05,2.93,50.29,36.11,13.6
5096,1167,1521,43.44,21.68,8.05,7.46,1.8,0.51,3.17,46.69,50.92,2.39,48.08,38.78,13.14
5097,1916,2070,59.86,12.84,5.53,7.1,1.1,0.68,1.41,30.51,67.12,2.38,50.53,34.35,15.12
5098,1321,1101,51.1,17.41,10.22,4.77,1.59,0.68,1.59,40.27,58.28,1.45,50.92,31.81,17.27
5099,897,1100,32.89,28.54,13.38,5.35,2.12,0.78,3.34,57.45,40.54,2.01,49.88,34.75,15.37
5100,1017,1955,34.81,28.42,11.8,8.75,1.47,0.98,2.36,56.51,41.63,1.86,51.81,33.75,14.45
5101,1089,1215,36.82,23.97,12.3,7.44,1.29,0.37,2.3,52.28,45.04,2.68,51.32,31.31,17.37
5102,885,1684,34.58,24.52,11.19,11.53,2.15,0.68,3.16,55.1,41.66,3.24,55.77,29.13,15.1
5103,2085,1413,66.43,12.28,6.86,5.8,1.58,0.67,1.29,26.95,70.8,2.25,68.71,20.25,11.04
5104,830,1802,31.69,30.96,14.1,5.18,1.81,0.72,2.65,59.25,38.81,1.94,52.58,32.17,15.25
5105,1024,1677,37.4,21.58,9.77,8.3,1.86,0.68,2.83,50.47,45.79,3.74,44.41,39.9,15.69
5106,1040,2361,41.63,21.63,9.71,8.37,1.63,0.67,2.5,48.04,50.15,1.81,44.93,39.72,15.35
